processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
BSHMT113-09	551	998528		G-OT551	American Museum of Natural History		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195562	Osteolaemus tetraspis tetraspis								Mitchell Eaton																							Gabon													
BSHMT117-09	BSHMT_46	998532			American Museum of Natural History		BOLD:AAA8321	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195563	Osteolaemus tetraspis osborni								Mitchell Eaton								M															Republic of the Congo													
BSHMT119-09	109	998534		DB 635(2)	American Museum of Natural History		BOLD:AAA8321	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195563	Osteolaemus tetraspis osborni								Mitchell Eaton								F							1.0162	17.2965							Republic of the Congo				Dzeke									
BSHMT125-09	BSHMT_94	998540			American Museum of Natural History		BOLD:AAA8321	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195563	Osteolaemus tetraspis osborni								Mitchell Eaton																							Republic of the Congo				Dzeke									
BSHMT135-09	G-CC9	998550		G-CC9	American Museum of Natural History		BOLD:AAC6458	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825					Mitchell Eaton								M						Genus has since been changed - from Crocodylus to Mecistops	-1.89976	9.51499							Gabon				Rembo Rabi									
GBGC11563-13	JX627066	3630596	JX627066	JX627066	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC11565-13	JX627064	3630598	JX627064	JX627064	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	647702	Osteolaemus sp. FAF-2012																																														
GBGC11566-13	JX627063	3630599	JX627063	JX627063	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC11579-13	JX627050	3630612	JX627050	JX627050	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC11584-13	JX627045	3630617	JX627045	JX627045	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC11608-13	JX627021	3630641	JX627021	JX627021	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC11610-13	JX627019	3630643	JX627019	JX627019	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC11612-13	JX627017	3630645	JX627017	JX627017	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC11614-13	JX627015	3630647	JX627015	JX627015	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC11617-13	JX627012	3630650	JX627012	JX627012	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC11618-13	JX627011	3630651	JX627011	JX627011	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	647702	Osteolaemus sp. FAF-2012																																														
GBGC11619-13	JX627010	3630652	JX627010	JX627010	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC11620-13	JX627009	3630653	JX627009	JX627009	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC1315-06	DQ273697	499329			Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768																																									
GBGC18259-19	MH999467	10868523		MH999467	Mined from GenBank, NCBI		BOLD:AAF1618	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	105798	Crocodylus siamensis					SCHNEIDER 1801																																									
GBGC4850-08	EU159848	787909	EU159848		Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC4854-08	EU159844	787913	EU159844		Mined from GenBank, NCBI		BOLD:AAA8320	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC4857-08	EU159841	787916	EU159841		Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC4859-08	EU159839	787918	EU159839		Mined from GenBank, NCBI		BOLD:AAA8320	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC4862-08	EU159836	787921	EU159836		Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC6934-09	FJ390089	1020905		FJ390089	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861					M. Eaton																							Gabon													
GBGCR320-15	KF273838	5633932	IGUNdna0000564	KF273838	Mined from GenBank, NCBI		BOLD:AAR5109	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	195564	Crocodylus acutus					CUVIER 1807																		taxon:48399										Colombia													
GBGCR322-15	KF273836	5633934	IGUNdna0004582	KF273836	Mined from GenBank, NCBI		BOLD:AAR5109	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	195564	Crocodylus acutus					CUVIER 1807																		taxon:48399										Colombia													
GBGCR463-15	KJ710931	6166194	CNiQENP03	KJ710931	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		-0.2343	29.8882							Uganda		Queen Elizabeth National Park											
GBGCR466-15	KJ710934	6166197	CNiMFNP04	KJ710934	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		2.3045	31.7528							Uganda		Murchison Falls National Park											
GBGCR468-15	KJ710936	6166199	CNiMFNP05	KJ710936	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		2.3045	31.7528							Uganda		Murchison Falls National Park											
GBGCR470-15	KJ710938	6166201	CNiBongo05	KJ710938	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		-2.5355	10.1128							Gabon		N`dougou Lagoon											
GBGCR482-15	KJ710950	6166213	CNiBeni01	KJ710950	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		0.4962	29.4622							Democratic Republic of the Congo		Beni											
GBGCR485-15	KJ710953	6166216	CNiGZ03	KJ710953	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501										Egypt	Giza	Giza Zoo - Lake Nasser origin											
GBGCR493-15	KJ710961	6166224	CNiNyanga02	KJ710961	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		-3.023	10.3932							Gabon	Nyanga	Nyanga River											
GBGCR500-15	KJ710968	6166231	GCN47	KJ710968	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		-2.29	9.5907							Gabon		Petit Loango, Loango NP											
GBGCR505-15	HM490325	6166236	MAS3	HM490325	Mined from GenBank, NCBI		BOLD:ACS0729	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462342	Crocodylus palustris					LESSON 1831																		taxon:184238																							
GBGCR524-15	HM490344	6166255	MAS1	HM490344	Mined from GenBank, NCBI		BOLD:ADC8669	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	79472	Crocodylus porosus					SCHNEIDER 1801																		taxon:8502																							
GBGCR539-15	HM490359	6166270	APO1	HM490359	Mined from GenBank, NCBI		BOLD:ADC8669	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	79472	Crocodylus porosus					SCHNEIDER 1801																		taxon:8502																							
GBGCR540-15	HM490360	6166271	APO2	HM490360	Mined from GenBank, NCBI		BOLD:ADC8669	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	79472	Crocodylus porosus					SCHNEIDER 1801																		taxon:8502																							
GBGCR545-15	KJ710864	6166276	CNiAVI03	KJ710864	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		5.321	-3.267							Cote d'Ivoire		Abi Lagoon											
GBGCR569-15	KJ710881	6166300	CNiHCB01	KJ710881	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		5.1791	-1.3094							Ghana		Hans Cottage Botel											
GBGCR582-15	KJ710908	6166313	CNiKRP03	KJ710908	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694										Ghana													
GBGCR592-15	KJ710902	6166323	CNiGuinea01	KJ710902	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694		9.4067	-13.3898							Guinea		Kabak Island, Coast											
GBGCR609-15	KM032763	6166340	491020	KM032763	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus																							taxon:1314694										United States		Jacksonville Zoo											
GBGCR654-15	KJ710978	6166385	TPSG03_WA	KJ710978	Mined from GenBank, NCBI		BOLD:ACH5555	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861					M. Shirley													taxon:184242		12.6043	-16.3257							Senegal		Pte. St. George, Cassamance											
GBGCR655-15	KJ710979	6166386	TRGNP01_WA	KJ710979	Mined from GenBank, NCBI		BOLD:ACH5555	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861					M. Shirley													taxon:184242		13.6554	-14.9047							Gambia		River Gambia National Park											
GBGCR656-15	KJ710980	6166387	TRGNP02_WA	KJ710980	Mined from GenBank, NCBI		BOLD:ACH5555	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861					M. Shirley													taxon:184242		13.6554	-14.9047							Gambia		River Gambia National Park											
GBGCR666-15	KJ722677	6166397	TLPZ05_WA	KJ722677	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		Lincoln Park Zoo											
GBGCR6809-19	KX012773	9675946	NZG:BWP36356		Mined from GenBank, NCBI		BOLD:ACH5555	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																												South Africa													
GBGCR6811-19	KM104193	9675948			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6816-19	KM104198	9675953			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6817-19	KM104199	9675954			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6819-19	KM104201	9675956			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6822-19	KM104204	9675959			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6824-19	KM104206	9675961			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6830-19	KM104211	9675967			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825																												United States													
GBGCR6852-19	MH161367	9675989			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGCR686-15	KJ722697	6166417	TWPZ02_Ot	KJ722697	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242										United States		Woodland Park Zoo											
GBGCR700-15	KM406141	6166431	Z97	KM406141	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																		taxon:184242																							
GBMNA11064-19	GU144286	9628062		GU144286	Mined from GenBank, NCBI		BOLD:ACS0729	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462342	Crocodylus palustris					LESSON 1831																																									
GBMTG2461-16	NC_015648	6960834		NC_015648	Mined from GenBank, NCBI		BOLD:AAR5109	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462338	Crocodylus intermedius					GRAVES 1819																																									
BSHMT112-09	M11	998527	AMNH 75421		American Museum of Natural History		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis	195562	Osteolaemus tetraspis tetraspis								Mitchell Eaton																							Cameroon													
BSHMT130-09	C-CC2M	998545		C-CC2M	American Museum of Natural History		BOLD:AAC6458	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825					Mitchell Eaton								F						Genus has since been changed - from Crocodylus to Mecistops									Republic of the Congo													
BSHMT133-09	G-CC5	998548		G-CC5	American Museum of Natural History		BOLD:AAC6458	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825					Mitchell Eaton								F						Genus has since been changed - from Crocodylus to Mecistops	-2.24928	9.70122							Gabon				Rembo N`Gove									
BSHMT136-09	G-CC14	998551		G-CC14	American Museum of Natural History		BOLD:AAC6458	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			165506	Mecistops	165507	Mecistops cataphractus					CUVIER 1825					Mitchell Eaton														Genus has since been changed - from Crocodylus to Mecistops									Gabon													
BSHMT140-09	G-CN36	998555		G-CN36	American Museum of Natural History		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					Mitchell Eaton								F							-2.29444	9.59694							Gabon				P. Loango lagoon									
BSHMT143-09	G-CN46	998558		G-CN46	American Museum of Natural History		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					Mitchell Eaton								F							-1.93541	9.33698							Gabon				Iguela Lagoon									
BSHMT173-09	C0000	1096101		C0000	American Museum of Natural History		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768																												Republic of the Congo													
GBGC11569-13	JX627060	3630602	JX627060	JX627060	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC11570-13	JX627059	3630603	JX627059	JX627059	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC11571-13	JX627058	3630604	JX627058	JX627058	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	647702	Osteolaemus sp. FAF-2012																																														
GBGC11574-13	JX627055	3630607	JX627055	JX627055	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	647702	Osteolaemus sp. FAF-2012																																														
GBGC11578-13	JX627051	3630611	JX627051	JX627051	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC11595-13	JX627034	3630628	JX627034	JX627034	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	647702	Osteolaemus sp. FAF-2012																																														
GBGC11606-13	JX627023	3630639	JX627023	JX627023	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC4846-08	EU159852	787905	EU159852		Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC4851-08	EU159847	787910	EU159847		Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC4858-08	EU159840	787917	EU159840		Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861																																									
GBGC6936-09	FJ390087	1020907		FJ390087	Mined from GenBank, NCBI		BOLD:AAA8319	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			103408	Osteolaemus	103409	Osteolaemus tetraspis					COPE 1861					M. Eaton																							Gabon													
GBGCR1048-18	KX454158	8768814		KX454158	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462338	Crocodylus intermedius					GRAVES 1819																												Colombia													
GBGCR1050-18	LC145071	8768816	SDNCU:SDNCU-A2713	LC145071	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768																												Japan		Aichi, Higashiyama Zoo											
GBGCR321-15	KF273837	5633933	IGUNdna0000013	KF273837	Mined from GenBank, NCBI		BOLD:AAR5109	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	195564	Crocodylus acutus					CUVIER 1807																		taxon:48399										Colombia													
GBGCR455-15	HM490387	6166186	MAS1	HM490387	Mined from GenBank, NCBI		BOLD:ACS0182	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462339	Crocodylus johnsoni					KREFFT 1873																		taxon:184234																							
GBGCR460-15	KJ710928	6166191	CNiQENP02	KJ710928	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		-0.2343	29.8882							Uganda		Queen Elizabeth National Park											
GBGCR464-15	KJ710932	6166195	CNiMFNP01	KJ710932	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		2.3045	31.7528							Uganda		Murchison Falls National Park											
GBGCR473-15	KJ710941	6166204	CNiBongo02	KJ710941	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		-2.5355	10.1128							Gabon		N`dougou Lagoon											
GBGCR474-15	KJ710942	6166205	CNiBongo01	KJ710942	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		-2.5355	10.1128							Gabon		N`dougou Lagoon											
GBGCR490-15	KJ710958	6166221	CNiLMNP04	KJ710958	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		-0.6	30.95							Uganda		Lake Mburo National Park											
GBGCR501-15	KJ710969	6166232	GCN17	KJ710969	Mined from GenBank, NCBI		BOLD:AAC4127	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	81934	Crocodylus niloticus					LAURENTI 1768					M. Shirley													taxon:8501		-2.29	9.5907							Gabon		Petit Loango, Loango NP											
GBGCR508-15	HM490328	6166239	MAS6	HM490328	Mined from GenBank, NCBI		BOLD:ACS0729	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462342	Crocodylus palustris					LESSON 1831																		taxon:184238																							
GBGCR513-15	HM490333	6166244	AP3	HM490333	Mined from GenBank, NCBI		BOLD:ACS0729	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462342	Crocodylus palustris					LESSON 1831																		taxon:184238																							
GBGCR519-15	HM490339	6166250	AP9	HM490339	Mined from GenBank, NCBI		BOLD:ACS0729	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462342	Crocodylus palustris					LESSON 1831																		taxon:184238																							
GBGCR521-15	HM490341	6166252	MP2	HM490341	Mined from GenBank, NCBI		BOLD:ACS0729	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	462342	Crocodylus palustris					LESSON 1831																		taxon:184238																							
GBGCR526-15	HM490346	6166257	MAS3	HM490346	Mined from GenBank, NCBI		BOLD:ADC8669	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	79472	Crocodylus porosus					SCHNEIDER 1801																		taxon:8502																							
GBGCR528-15	HM490348	6166259	MAS5	HM490348	Mined from GenBank, NCBI		BOLD:ADC8669	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	79472	Crocodylus porosus					SCHNEIDER 1801																		taxon:8502																							
GBGCR538-15	HM490358	6166269	AP5	HM490358	Mined from GenBank, NCBI		BOLD:ADC8669	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	79472	Crocodylus porosus					SCHNEIDER 1801																		taxon:8502																							
GBGCR542-15	HM490362	6166273	APO4	HM490362	Mined from GenBank, NCBI		BOLD:ADC8669	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	79472	Crocodylus porosus					SCHNEIDER 1801																		taxon:8502																							
GBGCR549-15	KJ710872	6166280	CNiDCF02	KJ710872	Mined from GenBank, NCBI		BOLD:AAC4128	18	Chordata	76	Reptilia	757336	Crocodylia	1109	Crocodylidae			79471	Crocodylus	717032	Crocodylus suchus										M. Shirley													taxon:1314694										Cote d'Ivoire		Dipi Crocodile Farm											
